id_venta,fecha_operacion,cantidad_unidades,precio_venta_unitario,costo_unitario,descuento_pct,stock_inicial,stock_final,merma_unidades,canal,metodo_pago,monto_venta_soles,margen_venta_soles,observacion,tiendas_nombre,tiendas_distrito,tiendas_zona,tiendas_tipo_local,productos_nombre,productos_categoria,productos_proveedor,productos_costo_unitario,productos_precio_lista,clientes_nombre,clientes_distrito,clientes_segmento,clientes_fecha_registro
479,2026-05-01,37,4.87,3.43,3,105,68,0,Telefono,Plin,217.51,146.84,OK,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Elena Rojas,Comas,Mayorista pequeno,2025-08-03
480,2026-04-15,27,6.89,4.43,5,111,84,0,Delivery  local,Transferencia,,140.54,Revisar  stock,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Atun en lata,Conservas,Mar Azul,4.39,6.74,Sofia Vargas,CaLlAo,Familia,2025-12-16
481,2026-02-03,42,4.64,3.37,0,71,29,0,WhatsApp,Tarjeta,376.66,294.39,Revisar stock,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Carlos Reyes,comas,Vecino frecuente,2025-01-09
482,2026-02-13,9,29.17,19.41,0,135,125,1,Mostrador,tarjeta,120.02,-21.95,Cliente frecuente,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Carlos Soto,Villa El Salvador,Vecino frecuente,2025-06-04
483,2026-05-27,144,15.92 aprox,"9,57",0,,166,0,WhatsApp,Transferencia,792.96,154.99,Promocion,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Carlos Reyes,comas,Vecino frecuente,2025-01-09
484,2026-03-19,75,13.34,8.09,12,278,198,5,Mostrador,Plin,584.32,309.97,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Raul Sayan,  Lima ,Mayorista pequeno,2025-05-18
485,,185,9.64,S/ 5.6,8,312,127,,Delivery local,Tarjeta,1370.78,1005.88,Promocion,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Luis Mendoza,Villa El Salvador,Ocasional,2025-12-18
486,2026-03-12,46, 4.62 ,3.51,5,176,130,0,Telefono,,222.64,157.89,Promocion,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Andre Quispe,San  Juan  de  Lurigancho,Ocasional,2025-03-02
487,2026-02-07,34,3.64,2.2,,228,194,0,DeLiVeRy lOcAl,plin,237.81,210.57,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Carlos Reyes,Ate,Mayorista pequeno,2025-04-03
488,2026-05-23,52,4.97,3.16,0,206,154,0,Mostrador,Yape, 352.3 ,S/ 267.91,PrOmOcIoN,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Ana Vargas,Ate,Familia,2025-08-20
489,2026-01-19,4,S/ 7.64,4.65,8,126,122,0,Telefono,Efectivo,47.84,8.95,Cliente frecuente,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Sofia Vargas,CaLlAo,Familia,2025-12-16
490,2026-02-11,12,7.99,4.85,,124 aprox,,0,Telefono,Transferencia,129.93,90.58,,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Luis Quispe,Ventanilla,Negocio,2025-11-12
491,02/01/2026,5, 3.52 ,2.34,5,237,,0,Delivery local,Plin,37.2,31.89,Cliente frecuente,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Carlos Campos,  Ate ,Familia,2025-06-11
492,2026-03-12,40,"6,75",4.31,15,118,77,1,Delivery local,Efectivo,263.04,203.46,,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Atun en lata,Conservas,Mar Azul,4.39,6.74,Ana Soto,La Molina,Vecino frecuente,2025-12-11
493,2026-04-11,35,13.16,7.94,,155,120,0,Delivery local,Tarjeta,252.36,154.22,Cliente frecuente,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Jorge Huaman,Miraflores,Negocio,2025-01-03
494,2026-06-25,71,7.46,4.81 aprox,0,155,84,0,,,456.92,280.48,Revisar stock,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Claudia Rojas,Ventanilla,Familia,2025-07-18
495,2026-02-09,35,2.96,1.71,0,164,129,0,Delivery local,Plin,302.77,279.63,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,galletas soda,Snacks,Dulcesur,1.64,2.79,Luis Sayan,Independencia,Vecino frecuente,2025-02-02
496,2026-06-23,15,15.49,9.92,10,109,94 aprox,0,Delivery local,Yape,118.49,33.16,,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Andre Rojas,San Miguel,Mayorista pequeno,2025-09-14
497,2026-03-04,35,4.96,3.29,12,92,57,0,Delivery local,Efectivo,247.32,202.09,,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Ana Castillo,Ate,Negocio,2025-04-02
498,2026/05/14,30,10.17,6.87,15,80,47,3,Delivery local,Efectivo,171.7,57.88,Cliente frecuente,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Lucia Ramos,Comas,Vecino frecuente, 2025-12-16 
499,2026-04-08,29,9.2,6.04,8,232,203 aprox,0,Delivery local,Plin, 259.98 ,171.55,Revisar stock,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Andre Huaman,ate,MAYORISTA PEQUENO,2025-10-12
500,2026-02-27,22, 4.94 ,3.3,15,257,235,0,whatsapp,YaPe,S/ 108.71,100.52,Cliente frecuente,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Carlos Vargas,Villa El Salvador,Ocasional,2025-07-19
